,Country,Year,Prisoners
1894,Siberia,1922,2.0
1895,Siberia,1924,0.0
1896,Siberia,1926,0.0
1897,Siberia,1928,0.0
1898,Siberia,1930,0.0
1899,Siberia,1932,0.0
1900,Siberia,1934,0.0
1901,Siberia,1936,0.0
1902,Siberia,1938,0.0
1903,Siberia,1940,0.0
1904,Sicily,1878,0.0
1905,Sicily,1880,0.0
1906,Sicily,1882,0.0
1907,Sicily,1884,0.0
1908,Sicily,1886,0.0
1909,Sicily,1888,0.0
1910,Sicily,1890,0.0
1911,Sicily,1892,0.0
1912,Sicily,1896,0.0
1913,Sicily,1900,0.0
1914,Sicily,1902,0.0
1915,Sicily,1906,0.0
1916,Sicily,1908,0.0
1917,Sicily,1912,0.0
1918,Sicily,1914,0.0
1919,Sicily,1916,0.0
1920,Sicily,1918,0.0
1921,Sicily,1920,0.0
1922,Sicily,1922,0.0
1923,Sicily,1924,0.0
1924,Sicily,1926,0.0
1925,Sicily,1928,0.0
1926,Sicily,1930,1.0
1927,Sicily,1932,0.0
1928,Sicily,1934,0.0
1929,Sicily,1936,0.0
1930,Sicily,1938,0.0
1931,Sicily,1940,0.0
1932,South Africa,1878,0.0
1933,South Africa,1880,0.0
1934,South Africa,1882,0.0
1935,South Africa,1884,0.0
1936,South Africa,1886,0.0
1937,South Africa,1888,0.0
1938,South Africa,1890,0.0
1939,South Africa,1892,0.0
1940,South Africa,1896,0.0
1941,South Africa,1900,0.0
1942,South Africa,1902,0.0
1943,South Africa,1906,0.0
1944,South Africa,1908,0.0
1945,South Africa,1912,2.0
1946,South Africa,1914,0.0
1947,South Africa,1916,0.0
1948,South Africa,1918,0.0
1949,South Africa,1920,0.0
1950,South Africa,1922,0.0
1951,South Africa,1924,0.0
1952,South Africa,1926,0.0
1953,South Africa,1928,0.0
1954,South Africa,1930,0.0
1955,South Africa,1932,0.0
1956,South Africa,1934,0.0
1957,South Africa,1936,0.0
1958,South Africa,1938,0.0
1959,South Africa,1940,0.0
1960,South America,1878,0.0
1961,South America,1880,0.0
1962,South America,1882,0.0
1963,South America,1884,0.0
1964,South America,1886,0.0
1965,South America,1888,0.0
1966,South America,1890,1.0
1967,South America,1892,0.0
1968,South America,1896,0.0
1969,South America,1900,0.0
1970,South America,1902,0.0
1971,South America,1906,1.0
1972,South America,1908,0.0
1973,South America,1912,0.0
1974,South America,1914,0.0
1975,South America,1916,0.0
1976,South America,1918,0.0
1977,South America,1920,0.0
1978,South America,1922,0.0
1979,South America,1924,1.0
1980,South America,1926,0.0
1981,South America,1928,0.0
1982,South America,1930,0.0
1983,South America,1932,0.0
1984,South America,1934,0.0
1985,South America,1936,0.0
1986,South America,1938,0.0
1987,South America,1940,0.0
1988,South Sea Islands,1878,0.0
1989,South Sea Islands,1880,0.0
1990,South Sea Islands,1882,0.0
1991,South Sea Islands,1884,0.0
1992,South Sea Islands,1886,0.0
1993,South Sea Islands,1888,0.0
1994,South Sea Islands,1890,0.0
1995,South Sea Islands,1892,0.0
1996,South Sea Islands,1896,0.0
1997,South Sea Islands,1900,0.0
1998,South Sea Islands,1902,0.0
1999,South Sea Islands,1906,0.0
2000,South Sea Islands,1908,0.0
2001,South Sea Islands,1912,0.0
2002,South Sea Islands,1914,0.0
2003,South Sea Islands,1916,0.0
2004,South Sea Islands,1918,0.0
2005,South Sea Islands,1920,0.0
2006,South Sea Islands,1922,0.0
2007,South Sea Islands,1924,1.0
2008,South Sea Islands,1926,0.0
2009,South Sea Islands,1928,0.0
2010,South Sea Islands,1930,0.0
2011,South Sea Islands,1932,0.0
2012,South Sea Islands,1934,0.0
2013,South Sea Islands,1936,0.0
2014,South Sea Islands,1938,0.0
2015,South Sea Islands,1940,0.0
2016,South Wales,1878,0.0
2017,South Wales,1880,0.0
2018,South Wales,1882,0.0
2019,South Wales,1884,0.0
2020,South Wales,1886,0.0
2021,South Wales,1888,0.0
2022,South Wales,1890,0.0
2023,South Wales,1892,0.0
2024,South Wales,1896,0.0
2025,South Wales,1900,0.0
2026,South Wales,1902,0.0
2027,South Wales,1906,0.0
2028,South Wales,1908,1.0
2029,South Wales,1912,0.0
2030,South Wales,1914,0.0
2031,South Wales,1916,0.0
2032,South Wales,1918,0.0
2033,South Wales,1920,0.0
2034,South Wales,1922,0.0
2035,South Wales,1924,0.0
2036,South Wales,1926,0.0
2037,South Wales,1928,0.0
2038,South Wales,1930,0.0
2039,South Wales,1932,0.0
2040,South Wales,1934,0.0
2041,South Wales,1936,0.0
2042,South Wales,1938,0.0
2043,South Wales,1940,0.0
2044,Spain,1878,0.0
2045,Spain,1880,0.0
2046,Spain,1882,0.0
2047,Spain,1884,0.0
2048,Spain,1886,0.0
2049,Spain,1888,0.0
2050,Spain,1890,0.0
2051,Spain,1892,0.0
2052,Spain,1896,1.0
2053,Spain,1900,0.0
2054,Spain,1902,0.0
2055,Spain,1906,0.0
2056,Spain,1908,0.0
2057,Spain,1912,0.0
2058,Spain,1914,0.0
2059,Spain,1916,0.0
2060,Spain,1918,0.0
2061,Spain,1920,1.0
2062,Spain,1922,1.0
2063,Spain,1924,0.0
2064,Spain,1926,0.0
2065,Spain,1928,0.0
2066,Spain,1930,1.0
2067,Spain,1932,0.0
2068,Spain,1934,0.0
2069,Spain,1936,0.0
2070,Spain,1938,1.0
2071,Spain,1940,0.0
2072,Sweden,1878,0.0
2073,Sweden,1880,0.0
2074,Sweden,1882,1.0
2075,Sweden,1884,1.0
2076,Sweden,1886,1.0
2077,Sweden,1888,6.0
2078,Sweden,1890,2.0
2079,Sweden,1892,5.0
2080,Sweden,1896,12.0
2081,Sweden,1900,8.0
2082,Sweden,1902,4.0
2083,Sweden,1906,2.0
2084,Sweden,1908,6.0
2085,Sweden,1912,4.0
2086,Sweden,1914,4.0
2087,Sweden,1916,4.0
2088,Sweden,1918,1.0
2089,Sweden,1920,0.0
2090,Sweden,1922,1.0
2091,Sweden,1924,1.0
2092,Sweden,1926,0.0
2093,Sweden,1928,0.0
2094,Sweden,1930,6.0
2095,Sweden,1932,4.0
2096,Sweden,1934,1.0
2097,Sweden,1936,1.0
2098,Sweden,1938,2.0
2099,Sweden,1940,1.0
2100,Switzerland,1878,0.0
2101,Switzerland,1880,0.0
2102,Switzerland,1882,1.0
2103,Switzerland,1884,0.0
2104,Switzerland,1886,1.0
2105,Switzerland,1888,0.0
2106,Switzerland,1890,1.0
2107,Switzerland,1892,2.0
2108,Switzerland,1896,4.0
2109,Switzerland,1900,4.0
2110,Switzerland,1902,2.0
2111,Switzerland,1906,1.0
2112,Switzerland,1908,0.0
2113,Switzerland,1912,1.0
2114,Switzerland,1914,1.0
2115,Switzerland,1916,1.0
2116,Switzerland,1918,1.0
2117,Switzerland,1920,1.0
2118,Switzerland,1922,0.0
2119,Switzerland,1924,1.0
2120,Switzerland,1926,3.0
2121,Switzerland,1928,0.0
2122,Switzerland,1930,0.0
2123,Switzerland,1932,0.0
2124,Switzerland,1934,1.0
2125,Switzerland,1936,0.0
2126,Switzerland,1938,0.0
2127,Switzerland,1940,0.0
2128,Syria,1878,0.0
2129,Syria,1880,0.0
2130,Syria,1882,0.0
2131,Syria,1884,0.0
2132,Syria,1886,0.0
2133,Syria,1888,0.0
2134,Syria,1890,0.0
2135,Syria,1892,0.0
2136,Syria,1896,0.0
2137,Syria,1900,0.0
2138,Syria,1902,1.0
2139,Syria,1906,0.0
2140,Syria,1908,0.0
2141,Syria,1912,0.0
2142,Syria,1914,0.0
2143,Syria,1916,0.0
2144,Syria,1918,0.0
2145,Syria,1920,0.0
2146,Syria,1922,0.0
2147,Syria,1924,0.0
2148,Syria,1926,0.0
2149,Syria,1928,0.0
2150,Syria,1930,0.0
2151,Syria,1932,0.0
2152,Syria,1934,0.0
2153,Syria,1936,0.0
2154,Syria,1938,0.0
2155,Syria,1940,0.0
2156,Turkey,1878,0.0
2157,Turkey,1880,0.0
2158,Turkey,1882,0.0
2159,Turkey,1884,0.0
2160,Turkey,1886,0.0
2161,Turkey,1888,0.0
2162,Turkey,1890,0.0
2163,Turkey,1892,0.0
2164,Turkey,1896,0.0
2165,Turkey,1900,0.0
2166,Turkey,1902,0.0
2167,Turkey,1906,0.0
2168,Turkey,1908,1.0
2169,Turkey,1912,0.0
2170,Turkey,1914,0.0
2171,Turkey,1916,0.0
2172,Turkey,1918,0.0
2173,Turkey,1920,0.0
2174,Turkey,1922,0.0
2175,Turkey,1924,0.0
2176,Turkey,1926,0.0
2177,Turkey,1928,1.0
2178,Turkey,1930,0.0
2179,Turkey,1932,1.0
2180,Turkey,1934,1.0
2181,Turkey,1936,0.0
2182,Turkey,1938,0.0
2183,Turkey,1940,0.0
2184,Wales,1878,0.0
2185,Wales,1880,0.0
2186,Wales,1882,0.0
2187,Wales,1884,1.0
2188,Wales,1886,0.0
2189,Wales,1888,2.0
2190,Wales,1890,0.0
2191,Wales,1892,2.0
2192,Wales,1896,0.0
2193,Wales,1900,0.0
2194,Wales,1902,1.0
2195,Wales,1906,1.0
2196,Wales,1908,2.0
2197,Wales,1912,0.0
2198,Wales,1914,3.0
2199,Wales,1916,0.0
2200,Wales,1918,1.0
2201,Wales,1920,0.0
2202,Wales,1922,1.0
2203,Wales,1924,0.0
2204,Wales,1926,0.0
2205,Wales,1928,1.0
2206,Wales,1930,0.0
2207,Wales,1932,0.0
2208,Wales,1934,0.0
2209,Wales,1936,0.0
2210,Wales,1938,1.0
2211,Wales,1940,0.0
2212,West Indies,1878,0.0
2213,West Indies,1880,0.0
2214,West Indies,1882,0.0
2215,West Indies,1884,0.0
2216,West Indies,1886,1.0
2217,West Indies,1888,1.0
2218,West Indies,1890,0.0
2219,West Indies,1892,0.0
2220,West Indies,1896,0.0
2221,West Indies,1900,0.0
2222,West Indies,1902,0.0
2223,West Indies,1906,0.0
2224,West Indies,1908,0.0
2225,West Indies,1912,3.0
2226,West Indies,1914,0.0
2227,West Indies,1916,0.0
2228,West Indies,1918,0.0
2229,West Indies,1920,0.0
2230,West Indies,1922,0.0
2231,West Indies,1924,0.0
2232,West Indies,1926,0.0
2233,West Indies,1928,0.0
2234,West Indies,1930,0.0
2235,West Indies,1932,0.0
2236,West Indies,1934,0.0
2237,West Indies,1936,0.0
2238,West Indies,1938,0.0
2239,West Indies,1940,0.0
